data_index,contribution_score
680,1.7727565
681,2.259696
682,1.1730278
683,2.3966324
684,2.2904153
685,2.0297828
686,2.3375304
687,2.5423677
688,2.243532
689,1.9877845
690,2.1348224
691,1.9945983
692,1.5267127
693,2.3982985
694,1.7942162
695,2.594694
696,1.6675692
697,1.6531851
698,1.6698513
699,2.4035492
700,1.2903311
701,2.29948
702,2.0225244
703,2.4203424
704,2.514434
705,2.1522799
706,1.7004881
707,2.445742
708,1.9151847
709,1.927474
710,2.2188237
711,2.0079503
712,1.7942072
713,2.3933353
714,2.3082094
715,2.6160393
716,2.45627
717,1.7658954
718,0.69871163
719,2.493912
720,0.74689066
721,2.3383176
722,2.4876976
723,2.3572154
724,2.2682667
725,2.0659287
726,1.8077886
727,2.4749079
728,2.2680774
729,1.4544514
730,2.236255
731,2.646982
732,2.2479587
733,2.0155926
734,2.0288332
735,2.3551562
736,1.5770328
737,2.4524412
738,2.079848
739,2.3831859
740,1.659826
741,2.3841698
742,1.3000245
743,1.9357989
744,2.276872
745,2.1818097
746,1.359062
747,1.8116269
748,2.5205908
749,0.75604594
750,2.3330762
751,2.362478
752,2.5889094
753,2.3491058
754,1.6747704
755,2.5849493
756,1.9150704
757,2.527374
758,2.0598643
759,2.2915788
760,2.0508113
761,2.0469892
762,2.193146
763,2.5392535
764,2.5389981
765,1.9704032
766,1.8197386
767,2.6337574
768,2.3604393
769,2.0975142
770,1.3413286
771,2.4921665
772,2.5770285
773,2.3901334
774,2.408892
775,2.3222537
776,2.008003
777,2.0318756
778,1.1419482
779,1.8715184
780,2.0052273
781,2.0586555
782,2.2862518
783,1.8756982
784,1.3358592
785,2.472799
786,2.3241537
787,1.9858689
788,0.7772466
789,2.5591996
790,1.5751948
791,2.0518239
792,1.9908439
793,2.4598536
794,2.5352738
795,2.4174385
796,1.8075749
797,1.6862174
798,2.3902245
799,2.4588583
800,2.4128633
801,2.3395953
802,2.248113
803,2.4416182
804,1.7119703
805,2.3470786
806,2.3402927
807,2.2370045
808,2.2696307
809,1.8320861
810,2.1095154
811,2.6268415
812,2.5842638
813,2.423904
814,2.3450532
815,2.4833584
816,2.3529978
817,2.0686605
818,1.7423009
819,2.3543108
820,2.285791
821,2.1535404
822,2.215939
823,2.0234466
824,2.5363443
825,1.8835926
826,2.6499057
827,2.359118
828,1.5900241
829,2.4373674
830,2.1107247
831,2.1571293
832,1.7156003
833,1.9169972
834,1.8671399
835,1.7775161
836,2.1056616
837,2.437486
838,2.0873766
839,2.5135565
840,2.6764884
841,2.3466754
842,1.8693385
843,2.4694057
844,2.0313885
845,2.4849522
846,1.7686362
847,1.642056
848,1.5193534
849,2.1035643
850,0.095229864
851,1.8176628
852,2.4719899
853,2.398354
854,0.77876174
855,1.7468281
856,2.423336
857,2.5844305
858,1.4150234
859,2.0097034
860,1.7119185
861,2.6224911
862,2.3251042
863,2.2542803
864,2.0963693
865,2.1657329
866,2.2231383
867,2.647604
868,2.2044592
869,1.8457184
870,1.7982562
871,1.7344139
872,2.1055255
873,2.4055455
874,2.6552825
875,2.2545192
876,1.8504577
877,1.6107675
878,2.4874682
879,2.5298429
880,2.42972
881,2.3846984
882,1.8043678
883,2.2034037
884,1.9152665
885,2.1405964
886,2.7340088
887,2.5423355
888,2.4214168
889,1.6934136
890,2.4126918
891,1.8232629
892,1.0032398
893,2.5599847
894,1.640774
895,2.5216982
896,1.5912629
897,1.8477545
898,2.3027844
899,2.237157
900,2.421149
901,2.3878582
902,-0.4498551
903,1.6333685
904,2.2680008
905,1.9731271
906,1.8027047
907,2.6384716
908,2.245806
909,2.595373
910,1.804925
911,2.2678094
912,2.5274196
913,2.0550396
914,1.662554
915,2.4886475
916,1.8877641
917,2.3970065
918,2.290905
919,1.8182498
920,2.0544798
921,2.6165862
922,1.8892732
923,2.0747333
924,2.3301787
925,2.1772134
926,1.7397869
927,1.906418
928,2.2755997
929,2.3201985
930,2.250866
931,2.2252426
932,2.626743
933,2.0148702
934,2.3239977
935,1.6444038
936,2.3002915
937,1.6201372
938,2.306031
939,2.2688189
940,2.6336513
941,1.5099858
942,2.4096036
943,1.8464401
944,2.0818357
945,1.693024
946,1.9736829
947,2.5225353
948,2.3760448
949,1.9283152
950,2.388368
951,1.912827
952,2.0413277
953,2.5301294
954,2.1549826
955,2.4710994
956,2.4032793
957,1.871699
958,2.1614304
959,2.0531018
960,2.4467418
961,1.6689413
962,1.7357482
963,2.0900178
964,2.3362164
965,1.8261303
966,1.1330588
967,1.8530155
968,1.944922
969,2.14414
970,2.4888768
971,2.3212166
972,1.8546187
973,2.5025907
974,1.9678586
975,2.5801363
976,1.8744363
977,2.437248
978,2.139077
979,1.9684837
980,2.4362366
981,2.3812354
982,1.9766241
983,2.574273
984,1.5718857
985,2.3824368
986,2.226846
987,1.7722114
988,1.7710913
989,2.5009704
990,1.69153
991,1.285965
992,2.4954224
993,1.5361998
994,1.964642
995,1.9478903
996,2.2484608
997,1.958651
998,2.2391257
999,2.4885957
1000,1.908761
1001,2.3446515
1002,1.9539157
1003,1.9557356
1004,1.1529324
1005,2.567987
1006,1.6511194
1007,2.5061548
1008,1.4996796
1009,1.9343643
1010,2.5105789
1011,2.230452
1012,1.9816012
1013,2.0331876
1014,2.3183436
1015,1.8609171
1016,1.8714726
1017,1.6171534
1018,2.1002016
1019,1.4519191
1020,2.336877
1021,2.0519931
1022,2.3938785
1023,1.9391162
1024,2.4797823
1025,2.1065679
1026,1.8864971
1027,2.3553429
1028,1.7862972
1029,1.7926908
1030,0.21217072
1031,0.60483086
1032,0.7543936
1033,1.7432864
1034,2.084458
1035,1.9301857
1036,2.411108
1037,1.2743301
1038,2.528585
1039,2.4427297
1040,1.8357149
1041,2.3937912
1042,2.5224774
1043,2.4309666
1044,2.0947797
1045,1.9211462
1046,1.295519
1047,0.90331817
1048,2.3803957
1049,0.5609259
1050,1.9583946
1051,1.6607517
1052,1.9750118
1053,1.9530942
1054,2.2130826
1055,1.7113154
1056,2.393979
1057,1.4742911
1058,2.4204412
1059,2.041814
1060,2.0925162
1061,2.3487413
1062,2.2967615
1063,1.8341382
1064,1.8013724
1065,1.8008313
1066,2.5195227
1067,2.0126684
1068,2.4713197
1069,2.2165115
1070,2.0626178
1071,2.4050322
1072,2.2339127
1073,1.7680228
1074,1.5845695
1075,1.7363423
1076,2.0006757
1077,2.0778391
1078,1.9227275
1079,1.1364846
1080,0.7103816
1081,1.5006075
1082,2.2498233
1083,2.3457003
1084,2.0048518
1085,1.5834093
1086,1.666814
1087,2.293067
1088,0.73929656
1089,2.3847277
1090,1.7043831
1091,2.2547846
1092,2.347374
1093,1.7572795
1094,1.7473855
1095,1.2334832
1096,2.240005
1097,0.24268758
1098,1.7113111
1099,1.8251853
1100,2.095619
1101,1.6103419
1102,1.5717783
1103,2.439018
1104,1.7582098
1105,2.0259414
1106,2.3278418
1107,1.739633
1108,2.4559774
1109,2.4252803
1110,1.8122175
1111,1.7071708
1112,2.3310869
1113,2.475524
1114,1.992485
1115,1.9847353
1116,2.3428855
1117,1.9838321
1118,1.8884813
1119,2.463981
1120,0.2795726
1121,2.0576537
1122,2.2615016
1123,1.5987391
1124,1.6710141
1125,2.2761497
1126,2.3693595
1127,1.2704717
1128,1.9911352
1129,2.2552743
1130,2.6415384
1131,1.347897
1132,2.057014
1133,1.331634
1134,2.3079004
1135,2.2105699
1136,1.4019117
1137,0.4384898
1138,1.612822
1139,2.2711473
1140,2.0013142
1141,1.9291939
1142,2.3139637
1143,2.3164408
1144,2.6564734
1145,2.4023316
1146,2.2590132
1147,2.3953004
1148,0.6924528
1149,1.2466785
1150,2.5910985
1151,2.4536395
1152,1.9799008
1153,1.6901197
1154,2.0355597
1155,1.2552274
1156,2.4394116
1157,1.7042632
1158,2.390686
1159,2.3202808
1160,0.72004026
1161,2.4701526
1162,2.557576
1163,1.5648953
1164,1.8056664
1165,1.8491324
1166,2.1452672
1167,2.5464864
1168,1.8355271
1169,2.4753115
1170,1.7761799
1171,1.6213347
1172,1.792961
1173,2.4761446
1174,2.1036155
1175,2.3128428
1176,1.6580826
1177,2.4756224
1178,2.3951468
1179,1.9455382
1180,1.7510232
1181,1.9151165
1182,2.1881838
1183,2.4017165
1184,2.227338
1185,2.4381998
1186,2.2667716
1187,1.6897815
1188,2.2537148
1189,2.3925543
1190,2.0953016
1191,2.327544
1192,2.1805875
1193,2.0442817
1194,2.5318184
1195,2.0354478
1196,1.4323899
1197,2.158174
1198,1.6556246
1199,2.459212
1200,1.9943485
1201,1.7177821
1202,2.2103655
1203,1.9780471
1204,2.2646337
1205,2.3316123
1206,2.5852077
1207,2.1621356
1208,2.2523603
1209,2.021904
1210,2.3817291
1211,2.0895357
1212,1.5458307
1213,2.49818
1214,1.7451257
1215,1.8163176
1216,2.1213937
1217,2.3269062
1218,2.5290494
1219,1.8532845
1220,1.8006469
1221,2.1654878
1222,1.1413511
1223,1.9701016
1224,2.0218582
1225,2.4368284
1226,2.6236763
1227,1.6791594
1228,2.3611128
1229,2.3649728
1230,2.2384708
1231,2.161933
1232,1.6510386
1233,2.4508743
1234,2.5630662
1235,2.0014489
1236,1.8412678
1237,1.923343
1238,2.0954897
1239,0.6972002
1240,2.1638136
1241,2.403855
1242,2.028972
1243,1.5734756
1244,-0.9857218
1245,2.1662872
1246,2.0887406
1247,2.109117
1248,1.5734049
1249,2.384233
1250,2.1399465
1251,2.4156466
1252,2.0985768
1253,1.7243277
1254,1.8492763
1255,2.3757255
1256,2.4047236
1257,2.3560324
1258,1.6037554
1259,1.4720289
1260,2.0911605
1261,1.8616905
1262,2.5303693
1263,2.3926468
1264,2.2651162
1265,2.1568823
1266,1.9549537
1267,2.1863396
1268,1.9189695
1269,1.862816
1270,2.1501105
1271,1.3133626
1272,2.3214214
1273,1.7106967
1274,2.4948905
1275,1.887507
1276,1.7505934
1277,2.1196697
1278,1.6358597
1279,1.9459556
1280,1.381383
1281,2.360317
1282,1.3360746
1283,2.382955
1284,2.2674854
1285,2.317956
1286,2.466332
1287,1.4076703
1288,2.5718203
1289,2.1105053
1290,2.3622363
1291,2.408624
1292,2.408566
1293,1.9341173
1294,1.3521979
1295,2.4529574
1296,1.8336902
1297,2.341818
1298,2.3391461
1299,2.486763
1300,2.3676214
1301,2.5478833
1302,2.087854
1303,2.3394008
1304,1.847813
1305,2.4837787
1306,2.1560998
1307,2.265223
1308,1.824896
1309,2.3446472
1310,1.6205198
1311,2.3881218
1312,2.5848365
1313,2.351574
1314,2.1996624
1315,2.5352972
1316,2.4951444
1317,2.4950829
1318,2.2588103
1319,1.7950109
1320,2.178439
1321,1.9863713
1322,2.2682157
1323,2.3000736
1324,2.4184422
1325,2.4243147
1326,2.2208517
1327,2.3482907
1328,1.7377384
1329,2.1558497
1330,2.1236043
1331,2.092908
1332,2.372961
1333,2.229203
1334,2.4152112
1335,2.3488545
1336,2.3842633
1337,2.3797202
1338,2.3518715
1339,2.061386
1340,2.5535913
1341,2.247342
1342,1.5278388
1343,2.1837578
1344,1.9858905
1345,1.7515576
1346,1.8741912
1347,2.1306605
1348,2.496678
1349,2.0405467
1350,2.2129104
1351,2.4795842
1352,-0.21804762
1353,2.5144978
1354,2.0496364
1355,2.3943846
1356,2.0939295
1357,1.6988068
1358,2.482578
1359,2.0460176
1360,2.3686552
1361,2.4909663
1362,1.798712
1363,1.806134
1364,1.0818853
1365,1.6877629
1366,2.3449798
1367,2.0597165
1368,1.6998066
1369,2.1100147
1370,2.44497
1371,2.155864
1372,2.0727859
1373,1.9139853
1374,2.4939215
1375,0.80911565
1376,1.6213994
1377,1.8443453
1378,1.9234285
1379,1.7101287
1380,1.568766
1381,2.4000058
1382,2.5320585
1383,1.9253418
1384,1.9214067
1385,2.3172922
1386,1.617313
1387,1.7474033
1388,2.1779685
1389,2.1600976
1390,2.3409066
1391,2.4308875
1392,2.0537043
1393,2.2081792
1394,2.0434659
1395,2.305053
1396,2.4622815
1397,2.2151177
1398,2.3398404
1399,2.2500873
1400,2.176807
1401,1.8934435
1402,2.3364253
1403,1.8958849
1404,-1.693465
1405,1.8931568
1406,2.5301304
1407,2.4843392
1408,1.2829123
1409,2.5556402
1410,1.6792679
1411,1.6446934
1412,2.2535288
1413,2.4427476
1414,2.285593
1415,2.4378874
1416,2.1934662
1417,2.3420413
1418,2.2711651
1419,2.0549474
1420,2.7010915
1421,2.5288186
1422,2.448992
1423,1.8664408
1424,2.2329886
1425,2.009544
1426,2.4179595
1427,2.4164028
1428,2.2639444
1429,2.5716593
1430,2.2310283
1431,1.5563538
1432,2.4760668
1433,2.5066028
1434,1.9075824
1435,2.4298582
1436,2.617924
1437,2.5027382
1438,2.3152492
1439,2.0422225
1440,1.383884
1441,2.4694362
1442,2.242038
1443,2.17258
1444,2.2937303
1445,2.0036144
1446,1.112511
1447,2.3657887
1448,1.6945208
1449,2.463649
1450,1.9097028
1451,2.2073257
1452,2.1139958
1453,2.030422
1454,2.0004566
1455,2.0842326
1456,2.3230078
1457,1.7157432
1458,2.020615
1459,2.5583415
1460,1.7884831
1461,0.6738053
1462,2.6489289
1463,1.3190191
1464,1.8082265
1465,2.603158
1466,2.2348342
1467,2.3305337
1468,2.433929
1469,2.3286703
1470,2.5602067
1471,1.9197392
1472,1.8255551
1473,1.6181085
1474,2.246284
1475,1.7029877
1476,2.480129
1477,1.9037368
1478,2.2919507
1479,1.8645703
1480,2.1376119
1481,2.5269015
1482,2.3848114
1483,1.8089557
1484,2.1182868
1485,2.461706
1486,2.5555258
1487,1.6580003
1488,2.270624
1489,2.2143443
1490,2.499765
1491,2.0037599
1492,2.2789483
1493,2.352676
1494,2.176795
1495,2.0967085
1496,1.9966512
1497,2.0738628
1498,1.7601479
1499,2.1818557
1500,2.2589574
1501,0.36467206
1502,1.9795318
1503,2.440922
1504,2.1310139
1505,2.0686839
1506,2.1619856
1507,2.5706744
1508,1.8424277
1509,1.4777703
1510,1.9612503
1511,1.335968
1512,0.5744114
1513,2.3850288
1514,2.3459415
1515,2.5124698
1516,2.4877288
1517,1.9692545
1518,1.75714
1519,1.9534475
1520,2.2347822
1521,1.3410276
1522,2.3057737
1523,2.2770903
1524,2.3889713
1525,2.2948315
1526,2.5069408
1527,1.8417099
1528,2.1677208
1529,1.9232044
1530,1.8195316
1531,2.388372
1532,1.6902708
1533,2.5465765
1534,1.9881502
1535,0.5135648
1536,2.1364553
1537,1.7911336
1538,1.8452039
1539,2.3676276
1540,2.277998
1541,1.3560075
1542,2.1208613
1543,1.7797353
1544,2.1693635
1545,1.6019968
1546,1.7517692
1547,2.2223833
1548,2.098813
1549,2.3281996
1550,2.4795477
1551,2.6220217
1552,2.5136244
1553,2.4129412
1554,0.099517584
1555,2.3747544
1556,2.5671353
1557,2.409697
1558,2.3786573
1559,1.874744
1560,2.5877538
1561,2.3111327
1562,1.759855
1563,2.383303
1564,2.4430494
1565,1.5015589
1566,2.6695962
1567,2.385141
1568,1.6682146
1569,2.6148238
1570,2.429022
1571,2.0395544
1572,2.3656735
1573,2.2977755
1574,2.4041452
1575,2.4231749
1576,1.277768
1577,2.453444
1578,1.943833
1579,1.7421541
1580,1.7314651
1581,2.501726
1582,2.2434902
1583,2.618744
1584,2.2854853
1585,2.4270322
1586,2.3458116
1587,2.421078
1588,2.520675
1589,2.283747
1590,1.8217518
1591,2.412834
1592,2.3648365
1593,2.0271468
1594,2.560439
1595,2.388637
1596,1.8752313
1597,1.7875562
1598,0.8045014
1599,2.493721
1600,1.0859145
1601,2.071904
1602,2.3830729
1603,2.604568
1604,-4.1980844
1605,1.9341118
1606,1.5947416
1607,2.0009785
1608,2.2978995
1609,2.415816
1610,2.5382829
1611,2.452404
1612,2.2543945
1613,1.5788081
1614,1.7898681
1615,2.4415007
1616,1.9058937
1617,2.321273
1618,2.1050062
1619,2.1843798
1620,2.6660302
1621,2.0195372
1622,2.3553846
1623,2.2614415
1624,2.3830054
1625,1.8436255
1626,1.4596648
1627,1.7003613
1628,1.6175902
1629,2.1109946
1630,1.5771995
1631,2.7413044
1632,2.5926971
1633,1.5208669
1634,1.7333193
1635,2.305818
1636,2.3443356
1637,2.3083186
1638,2.1299884
1639,2.190114
1640,2.0253682
1641,1.9894543
1642,1.7686558
1643,2.467208
1644,2.5032227
1645,1.5422485
1646,1.7967341
1647,1.8839431
1648,2.5970268
1649,1.9413202
1650,2.5813937
1651,2.2291253
1652,1.9401
1653,1.5757012
1654,1.9810568
1655,2.1575935
1656,2.2784412
1657,1.993718
1658,1.9616969
1659,2.4781034
1660,2.3705657
1661,2.476457
1662,2.0911021
1663,1.4935051
1664,1.9560722
1665,1.7948916
1666,0.67037207
1667,1.3154439
1668,2.6711953
1669,2.3451679
1670,1.9374187
1671,2.2150922
1672,1.7642357
1673,2.1864693
1674,-1.0473728
1675,2.5857182
1676,2.0402427
1677,2.3122563
1678,1.9660753
1679,2.0588636
1680,1.9400976
1681,1.8846107
1682,1.5141325
1683,2.2870426
1684,2.6172767
1685,1.5565715
1686,2.3210673
1687,2.1156466
1688,2.076038
1689,2.5817883
1690,2.2977464
1691,2.4570599
1692,1.845747
1693,1.4587648
1694,2.1334248
1695,2.5579603
1696,2.1422036
1697,1.7614843
1698,2.7219522
